Code,Description,Unit,Mat Cost,Mat Factor,Mat Unit,Labor Cost,Labor Productivity,Labor Unit,Sub Cost,Equip Cost,Equip Productivity,Equip Unit,Other Cost
03.010040 Copper Pipe - Soft - Type K,,,,,,,,,,,,,
03.010040.0010,"1/2"" Copper Pipe, Soft, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010040.0020,"3/4"" Copper Pipe, Soft, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010040.0030,"1"" Copper Pipe, Soft, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010040.0040,"1-1/4"" Copper, Soft, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010040.0050,"1-1/2"" Copper Pipe, Soft, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010040.0060,"2"" Copper Pipe, Soft, Type K DELETE",LF,0,1,,65,1,HR,0,0,1,HR,0
03.010040.0070,"3/4"" Copper Pipe, Soft, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010040.0080,"1"" Copper Pipe, Soft, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010040.0090,"1-1/4"" Copper, Soft, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010040.0100,"1-1/2"" Copper Pipe, Soft, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010040.0110,"2"" Copper Pipe, Soft, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050 Copper Pipe - Soft - Type L,,,,,,,,,,,,,
03.010050.0010,"1/4"" Copper Pipe, Soft, Type L",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0020,"3/8"" Copper Pipe, Soft, Type L",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0030,"1/2"" Copper Pipe, Soft, Type L",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0040,"3/4"" Copper Pipe, Soft, Type L",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0050,"1"" Copper Pipe, Soft, Type L",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0060,"1-1/4"" Copper, Soft, Type L",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0070,"1-1/2"" Copper Pipe, Soft, Type L DELETE",LF,0,1,,65,1,HR,0,0,1,HR,0
03.010050.0080,"3/8"" Copper Pipe, Soft, Type L DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0090,"1/2"" Copper Pipe, Soft, Type L DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0100,"3/4"" Copper Pipe, Soft, Type L DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0110,"1"" Copper Pipe, Soft, Type L DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0120,"1-1/4"" Copper, Soft, Type L DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010050.0130,"1-1/2"" Copper Pipe, Soft, Type L",LF,0,1,,75,1,HR,0,0,1,HR,0
"03.010060 Copper Pipe - Soft, Type L - Coil",,,,,,,,,,,,,
03.010060.0010,"1/2"" Copper Pipe, Soft, Type L, 60' Coil",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010060.0020,"3/4"" Copper Pipe, Soft, Type L, 60' Coil",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010060.0030,"1"" Copper Pipe, Soft, Type L, 60' Coil",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010060.0040,"1-1/4"" Copper Pipe, Soft, Type L, 60' Coil",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010060.0050,"1-1/2"" Copper Pipe, Soft, Type L, 60' Coil DELETE",LF,0,1,,65,1,HR,0,0,1,HR,0
03.010060.0060,"3/4"" Copper Pipe, Soft, Type L, 60' Coil DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010060.0070,"1"" Copper Pipe, Soft, Type L, 60' Coil DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010060.0080,"1-1/4"" Copper Pipe, Soft, Type L, 60' Coil DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.010060.0090,"1-1/2"" Copper Pipe, Soft, Type L, 60' Coil",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010 Copper Pipe - Oxygen Service - Type K,,,,,,,,,,,,,
03.020010.0010,"1/2"" Copper Pipe, Oxygen Service, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0020,"3/4"" Copper Pipe, Oxygen Service, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0030,"1"" Copper Pipe, Oxygen Service, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0040,"1-1/4"" Copper Pipe, Oxygen Service, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0050,"1-1/2"" Copper Pipe, Oxygen Service, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0060,"2"" Copper Pipe, Oxygen Service, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0070,"2-1/2"" Copper Pipe, Oxygen Service, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0080,"3"" Copper Pipe, Oxygen Service, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0090,"3-1/2"" Copper Pipe, Oxygen Service, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0100,"1/2"" Copper Pipe, Oxygen Service, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0110,"4"" Copper Pipe, Oxygen Service, Type K",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0120,"3/4"" Copper Pipe, Oxygen Service, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0130,"1"" Copper Pipe, Oxygen Service, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0140,"1-1/4"" Copper Pipe, Oxygen Service, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0150,"1-1/2"" Copper Pipe, Oxygen Service, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0160,"2"" Copper Pipe, Oxygen Service, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0170,"2-1/2"" Copper Pipe, Oxygen Service, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0180,"3"" Copper Pipe, Oxygen Service, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.020010.0190,"3-1/2"" Copper Pipe, Oxygen Service, Type K DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010 Copper Pipe - Hard - Drain-Waste and Vent,,,,,,,,,,,,,
03.030010.0010,"1-1/4"" Copper Pipe DWV, Hard",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0020,"1-1/2"" Copper Pipe DWV, Hard",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0030,"2"" Copper Pipe DWV, Hard",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0040,"3"" Copper Pipe DWV, Hard",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0050,"4"" Copper Pipe DWV, Hard",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0060,"6"" Copper Pipe DWV, Hard",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0070,"8"" Copper Pipe DWV, Hard DELETE",LF,0,1,,65,1,HR,0,0,1,HR,0
03.030010.0080,"1-1/2"" Copper Pipe DWV, Hard DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0090,"2"" Copper Pipe DWV, Hard DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0100,"3"" Copper Pipe DWV, Hard DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0110,"4"" Copper Pipe DWV, Hard DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0120,"6"" Copper Pipe DWV, Hard DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030010.0130,"8"" Copper Pipe DWV, Hard",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030020 Copper Pipe - Refrigerant - Soft,,,,,,,,,,,,,
03.030020.0010,"3/16"" Copper Pipe, Refrigerant, Soft",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030020.0020,"1/4"" Copper Pipe, Refrigerant, Soft",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030020.0030,"5/16"" Copper Pipe, Refrigerant, Soft",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030020.0040,"3/8"" Copper Pipe, Refrigerant, Soft",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030020.0050,"1/2"" Copper Pipe, Refrigerant, Soft",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030020.0060,"3/4"" Copper Pipe, Refrigerant, Soft DELETE",LF,0,1,,65,1,HR,0,0,1,HR,0
03.030020.0070,"1/4"" Copper Pipe, Refrigerant, Soft DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030020.0080,"5/16"" Copper Pipe, Refrigerant, Soft DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030020.0090,"3/8"" Copper Pipe, Refrigerant, Soft DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030020.0100,"1/2"" Copper Pipe, Refrigerant, Soft DELETE",LF,0,1,,75,1,HR,0,0,1,HR,0
03.030020.0110,"3/4"" Copper Pipe, Refrigerant, Soft",LF,0,1,,75,1,HR,0,0,1,HR,0
03.040010 90 Degree Elbow - Wrot,,,,,,,,,,,,,
03.040010.0010,"1/4"" CxC Pressure 90 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0020,"3/8"" CxC Pressure 90 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0030,"1/2"" CxC Pressure 90 Degree Elbow, Wrot",EA,0.55,1,,75,0.4,HR,0,0,1,HR,0
03.040010.0040,"3/4"" CxC Pressure 90 Degree Elbow, Wrot",EA,0.95,1,,75,0.3,HR,0,0,1,HR,0
03.040010.0050,"1"" CxC Pressure 90 Degree Elbow, Wrot",EA,2.85,1,,75,0.45,HR,0,0,1,HR,0
03.040010.0060,"1-1/4"" CxC Pressure 90 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0070,"1-1/2"" CxC Pressure 90 Degree Elbow, Wrot",EA,4.3,1,,75,0.4,HR,0,0,1,HR,0
03.040010.0080,"2"" CxC Pressure 90 Degree Elbow, Wrot",EA,8.4,1,,75,0.5,HR,0,0,1,HR,0
03.040010.0090,"2-1/2"" CxC Pressure 90 Degree Elbow, Wrot",EA,21.4,1,,75,0.75,HR,0,0,1,HR,0
03.040010.0100,"3"" CxC Pressure 90 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0110,"3-1/2"" CxC Pressure 90 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0120,"4"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
03.040010.0130,"3"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0140,"3-1/2"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0150,"4"" CxC Pressure 90 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0160,"3/8"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0170,"1/2"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0180,"3/4"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0190,"1"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0200,"1-1/4"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0210,"1-1/2"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0220,"2"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040010.0230,"2-1/2"" CxC Pressure 90 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020 90 Degree Elbow - Long Turn - Wrot,,,,,,,,,,,,,
03.040020.0010,"1/4"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0020,"3/8"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0030,"1/2"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0040,"3/4"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0050,"1"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0060,"1-1/4"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0070,"1-1/2"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0080,"2"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0090,"2-1/2"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0100,"3"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0110,"3-1/2"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0120,"4"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
03.040020.0130,"3"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0140,"3-1/2"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0150,"4"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0160,"3/8"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0170,"1/2"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0180,"3/4"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0190,"1"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0200,"1-1/4"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0210,"1-1/2"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0220,"2"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040020.0230,"2-1/2"" CxC Pressure 90 Degree Elbow, Long Turn, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030 90 Degree Reducing Elbow - Short Turn,,,,,,,,,,,,,
03.040030.0010,"1/2"" x 3/8"" CxC Pressure 90 Degree Reducing Elbow, Short Turn",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0020,"3/4"" x 1/2"" CxC Pressure 90 Degree Reducing Elbow, Short Turn",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0030,"1"" x 1/2"" CxC Pressure 90 Degree Reducing Elbow, Short Turn",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0040,"1"" x 3/4"" CxC Pressure 90 Degree Reducing Elbow, Short Turn",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0050,"1-1/4"" x 1"" CxC Pressure 90 Degree Reducing Elbow, Short Turn",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0060,"1-1/2"" x 1-1/4"" CxC Pressure 90 Degree Reducing Elbow, Short Turn",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0070,"2"" x 1-1/2"" CxC Pressure 90 Degree Reducing Elbow, Short Turn DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
03.040030.0080,"3/4"" x 1/2"" CxC Pressure 90 Degree Reducing Elbow, Short Turn DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0090,"1"" x 1/2"" CxC Pressure 90 Degree Reducing Elbow, Short Turn DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0100,"1"" x 3/4"" CxC Pressure 90 Degree Reducing Elbow, Short Turn DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0110,"1-1/4"" x 1"" CxC Pressure 90 Degree Reducing Elbow, Short Turn DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0120,"1-1/2"" x 1-1/4"" CxC Pressure 90 Degree Reducing Elbow, Short Turn DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040030.0130,"2"" x 1-1/2"" CxC Pressure 90 Degree Reducing Elbow, Short Turn",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040 45 Degree Elbows,,,,,,,,,,,,,
03.040040.0010,"1/4"" FTGxC, 45 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0020,"1/2"" FTGxC, 45 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0030,"3/4"" FTGxC, 45 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0040,"1"" FTGxC, 45 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0050,"1-1/4"" FTGxC, 45 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0060,"1-1/2"" FTGxC, 45 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0070,"2"" FTGxC, 45 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0080,"2-1/2"" FTGxC, 45 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0090,"3"" FTGxC, 45 Degree Elbow, Wrot DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
03.040040.0100,"1/2"" FTGxC, 45 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0110,"3/4"" FTGxC, 45 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0120,"1"" FTGxC, 45 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0130,"1-1/4"" FTGxC, 45 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0140,"1-1/2"" FTGxC, 45 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0150,"2"" FTGxC, 45 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0160,"2-1/2"" FTGxC, 45 Degree Elbow, Wrot DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
03.040040.0170,"3"" FTGxC, 45 Degree Elbow, Wrot",EA,0,1,,75,1,HR,0,0,1,HR,0
