Code,Description,Unit,Mat Cost,Mat Factor,Mat Unit,Labor Cost,Labor Productivity,Labor Unit,Sub Cost,Equip Cost,Equip Productivity,Equip Unit,Other Cost
06.030040.0120,"2"" x 1"" Black Malleable Iron Reducing Tee 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0130,"2"" x 1-1/4"" Black Malleable Iron Reducing Tee 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0140,"2"" x 1-1/2"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
06.030040.0150,"1-1/2"" x 1"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0160,"2"" x 3/4"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0170,"2"" x 1"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0180,"2"" x 1-1/4"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0190,"2"" x 1-1/2"" Black Malleable Iron Reducing Tee 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0200,"3/4"" x 1/2"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0210,"1"" x 1/2"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0220,"1"" x 3/4"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0230,"1-1/4"" x 1/2"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0240,"1-1/4"" x 3/4"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0250,"1-1/4"" x 1"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0260,"1-1/2"" x 1/2"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030040.0270,"1-1/2"" x 3/4"" Black Malleable Iron Reducing Tee 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050 Reducers,,,,,,,,,,,,,
06.030050.0010,"3/8"" x 1/4"" Black Malleable Iron Reducer 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0020,"1/2"" x 1/4"" Black Malleable Iron Reducer 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0030,"3/4"" x 1/2"" Black Malleable Iron Reducer 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0040,"1"" x 1/2"" Black Malleable Iron Reducer 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0050,"1-1/4"" x 1"" Black Malleable Iron Reducer 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0060,"1-1/2"" x 1"" Black Malleable Iron Reducer 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0070,"2"" x 1"" Black Malleable Iron Reducer 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0080,"2-1/2"" x 2"" Black Malleable Iron Reducer 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0090,"3"" x 2"" Black Malleable Iron Reducer 300 DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
06.030050.0100,"1/2"" x 1/4"" Black Malleable Iron Reducer 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0110,"3/4"" x 1/2"" Black Malleable Iron Reducer 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0120,"1"" x 1/2"" Black Malleable Iron Reducer 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0130,"1-1/4"" x 1"" Black Malleable Iron Reducer 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0140,"1-1/2"" x 1"" Black Malleable Iron Reducer 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0150,"2"" x 1"" Black Malleable Iron Reducer 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0160,"2-1/2"" x 2"" Black Malleable Iron Reducer 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030050.0170,"3"" x 2"" Black Malleable Iron Reducer 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060 Couplings,,,,,,,,,,,,,
06.030060.0010,"1/4"" Black Malleable Iron Coupling 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0020,"3/8"" Black Malleable Iron Coupling 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0030,"1/2"" Black Malleable Iron Coupling 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0040,"3/4"" Black Malleable Iron Coupling 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0050,"1"" Black Malleable Iron Coupling 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0060,"1-1/4"" Black Malleable Iron Coupling 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0070,"1-1/2"" Black Malleable Iron Coupling 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0080,"2"" Black Malleable Iron Coupling 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0090,"2-1/2"" Black Malleable Iron Coupling 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0100,"3"" Black Malleable Iron Coupling 300 DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
06.030060.0110,"3"" Black Malleable Iron Coupling 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0120,"3/8"" Black Malleable Iron Coupling 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0130,"1/2"" Black Malleable Iron Coupling 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0140,"3/4"" Black Malleable Iron Coupling 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0150,"1"" Black Malleable Iron Coupling 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0160,"1-1/4"" Black Malleable Iron Coupling 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0170,"1-1/2"" Black Malleable Iron Coupling 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0180,"2"" Black Malleable Iron Coupling 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030060.0190,"2-1/2"" Black Malleable Iron Coupling 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070 Unions - All Iron,,,,,,,,,,,,,
06.030070.0010,"1/4"" Black Malleable Iron Union Bi-fxf 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0020,"3/8"" Black Malleable Iron Union Bi-fxf 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0030,"1/2"" Black Malleable Iron Union Bi-fxf 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0040,"3/4"" Black Malleable Iron Union Bi-fxf 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0050,"1"" Black Malleable Iron Union Bi-fxf 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0060,"1-1/4"" Black Malleable Iron Union Bi-fxf 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0070,"1-1/2"" Black Malleable Iron Union Bi-fxf 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0080,"2"" Black Malleable Iron Union Bi-fxf 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0090,"2-1/2"" Black Malleable Iron Union Bi-fxf 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0100,"3"" Black Malleable Iron Union Bi-fxf 300 DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
06.030070.0110,"3"" Black Malleable Iron Union Bi-fxf 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0120,"3/8"" Black Malleable Iron Union Bi-fxf 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0130,"1/2"" Black Malleable Iron Union Bi-fxf 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0140,"3/4"" Black Malleable Iron Union Bi-fxf 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0150,"1"" Black Malleable Iron Union Bi-fxf 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0160,"1-1/4"" Black Malleable Iron Union Bi-fxf 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0170,"1-1/2"" Black Malleable Iron Union Bi-fxf 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0180,"2"" Black Malleable Iron Union Bi-fxf 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030070.0190,"2-1/2"" Black Malleable Iron Union Bi-fxf 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080 Unions - Br Seat,,,,,,,,,,,,,
06.030080.0010,"1/4"" Black Malleable Iron Union Br-br 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0020,"1/2"" Black Malleable Iron Union Br-br 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0030,"3/4"" Black Malleable Iron Union Br-br 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0040,"1"" Black Malleable Iron Union Br-br 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0050,"1-1/4"" Black Malleable Iron Union Br-br 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0060,"1-1/2"" Black Malleable Iron Union Br-br 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0070,"2"" Black Malleable Iron Union Br-br 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0080,"3"" Black Malleable Iron Union Br-br 300 DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
06.030080.0090,"1/2"" Black Malleable Iron Union Br-br 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0100,"3/4"" Black Malleable Iron Union Br-br 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0110,"1"" Black Malleable Iron Union Br-br 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0120,"1-1/4"" Black Malleable Iron Union Br-br 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0130,"1-1/2"" Black Malleable Iron Union Br-br 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0140,"2"" Black Malleable Iron Union Br-br 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030080.0150,"3"" Black Malleable Iron Union Br-br 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090 Caps,,,,,,,,,,,,,
06.030090.0010,"1/4"" Black Malleable Iron Cap 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0020,"3/8"" Black Malleable Iron Cap 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0030,"1/2"" Black Malleable Iron Cap 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0040,"3/4"" Black Malleable Iron Cap 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0050,"1"" Black Malleable Iron Cap 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0060,"1-1/4"" Black Malleable Iron Cap 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0070,"1-1/2"" Black Malleable Iron Cap 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0080,"2"" Black Malleable Iron Cap 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0090,"2-1/2"" Black Malleable Iron Cap 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0100,"1/4"" Black Malleable Iron Cap 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0110,"3"" Black Malleable Iron Cap 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0120,"3/8"" Black Malleable Iron Cap 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0130,"1/2"" Black Malleable Iron Cap 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0140,"3/4"" Black Malleable Iron Cap 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0150,"1"" Black Malleable Iron Cap 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0160,"1-1/4"" Black Malleable Iron Cap 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0170,"1-1/2"" Black Malleable Iron Cap 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0180,"2"" Black Malleable Iron Cap 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030090.0190,"2-1/2"" Black Malleable Iron Cap 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100 90 Elbows - Street,,,,,,,,,,,,,
06.030100.0010,"1/4"" Black Malleable Iron 90 Elbow Street 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0020,"3/8"" Black Malleable Iron 90 Elbow Street 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0030,"1/2"" Black Malleable Iron 90 Elbow Street 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0040,"3/4"" Black Malleable Iron 90 Elbow Street 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0050,"1"" Black Malleable Iron 90 Elbow Street 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0060,"1-1/4"" Black Malleable Iron 90 Elbow Street 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0070,"1-1/2"" Black Malleable Iron 90 Elbow Street 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0080,"2"" Black Malleable Iron 90 Elbow Street 300 DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
06.030100.0090,"3/8"" Black Malleable Iron 90 Elbow Street 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0100,"1/2"" Black Malleable Iron 90 Elbow Street 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0110,"3/4"" Black Malleable Iron 90 Elbow Street 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0120,"1"" Black Malleable Iron 90 Elbow Street 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0130,"1-1/4"" Black Malleable Iron 90 Elbow Street 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0140,"1-1/2"" Black Malleable Iron 90 Elbow Street 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030100.0150,"2"" Black Malleable Iron 90 Elbow Street 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030110 90 Elbows - Reducing,,,,,,,,,,,,,
06.030110.0010,"3/4"" x 1/2"" Black Malleable Iron Reducer 90 Elbow 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030110.0020,"1"" x 3/4"" Black Malleable Iron Reducer 90 Elbow 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030110.0030,"1-1/2"" x 1-1/4"" Black Malleable Iron Reducer 90 Elbow 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030110.0040,"2"" x 1-1/2"" Black Malleable Iron Reducer 90 Elbow 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030110.0050,"2-1/2"" Black Malleable Iron Reducer 90 Elbow 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030110.0060,"3""     Black Malleable Iron Reducer 90 Elbow 300 DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
06.030110.0070,"1"" x 3/4"" Black Malleable Iron Reducer 90 Elbow 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030110.0080,"1-1/2"" x 1-1/4"" Black Malleable Iron Reducer 90 Elbow 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030110.0090,"2"" x 1-1/2"" Black Malleable Iron Reducer 90 Elbow 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030110.0100,"2-1/2"" Black Malleable Iron Reducer 90 Elbow 300 DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.030110.0110,"3""     Black Malleable Iron Reducer 90 Elbow 300",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010 90 Elbows,,,,,,,,,,,,,
06.040010.0010,"1/8"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0020,"1/4"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0030,"3/8"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0040,"1/2"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0050,"3/4"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0060,"1"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0070,"1-1/4"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0080,"1-1/2"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0090,"2"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0100,"2-1/2"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0110,"3"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0120,"4"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
06.040010.0130,"2-1/2"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0140,"3"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0150,"4"" 90 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0160,"1/4"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0170,"3/8"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0180,"1/2"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0190,"3/4"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0200,"1"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0210,"1-1/4"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0220,"1-1/2"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040010.0230,"2"" 90 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020 45 Elbows,,,,,,,,,,,,,
06.040020.0010,"1/8"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0020,"1/4"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0030,"3/8"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0040,"1/2"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0050,"3/4"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0060,"1"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0070,"1-1/4"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0080,"1-1/2"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0090,"2"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0100,"2-1/2"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0110,"3"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0120,"4"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
06.040020.0130,"2-1/2"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0140,"3"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0150,"4"" 45 Elbow Galvanized Malleable Iron 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0160,"1/4"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0170,"3/8"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0180,"1/2"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0190,"3/4"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0200,"1"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0210,"1-1/4"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0220,"1-1/2"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040020.0230,"2"" 45 Elbow Galvanized Malleable Iron 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030 Tees,,,,,,,,,,,,,
06.040030.0010,"1/8"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0020,"1/4"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0030,"3/8"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0040,"1/2"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0050,"3/4"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0060,"1"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0070,"1-1/4"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0080,"1-1/2"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0090,"2"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0100,"2-1/2"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0110,"3"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0120,"4"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,65,1,HR,0,0,1,HR,0
06.040030.0130,"2-1/2"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0140,"3"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0150,"4"" Galvanized Malleable Iron Tee 150#",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0160,"1/4"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0170,"3/8"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0180,"1/2"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0190,"3/4"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0200,"1"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0210,"1-1/4"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0220,"1-1/2"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040030.0230,"2"" Galvanized Malleable Iron Tee 150# DELETE",EA,0,1,,75,1,HR,0,0,1,HR,0
"06.040040 Tees - Reducing < 1""",,,,,,,,,,,,,
06.040040.0010,"1/4"" x 1/8"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0020,"1/8"" x 1/4"" x 1/4"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0030,"3/8"" x 1/4"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0040,"3/8"" x 1/4"" x 3/8"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0050,"3/8"" x 1/4"" x 1/4"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0060,"1/4"" x 3/8"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0070,"1/2"" x 1/2"" x 3/8"" Galvanized Malleable Iron 150 Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0080,"1/2"" x 1/2"" x 1/4"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0090,"1/2"" x 3/8"" x 1/2"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0100,"1/2"" x 3/8"" x 3/8"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0110,"1/2"" x 1/4"" x 1/2"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0120,"3/8"" x 1/2"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0130,"3/4"" x 1/2"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
06.040040.0140,"3/4"" x 3/8"" Galvanized Malleable Iron 150lb Tee",EA,0,1,,75,1,HR,0,0,1,HR,0
