06.010010.0010,1/4 PIPE SCHED 40 BLACK THREADED,LF,4.58,1,,75,1,HR,0,0,1,HR,0
06.010010.0015,1/8 PIPE SCHED 40 BLACK THREADED,LF,34.03,1,,75,1,HR,0,0,1,HR,0
06.010010.0020,3/8 PIPE SCHED 40 BLACK THREADED,LF,6.11,1,,75,1,HR,0,0,1,HR,0
06.010010.0030,1/2 PIPE SCHED 40 BLACK THREADED,LF,1.51,1,,75,1,HR,0,0,1,HR,0
06.010010.0040,3/4 PIPE SCHED 40 BLACK THREADED,LF,1.89,1,,75,1,HR,0,0,1,HR,0
06.010010.0050,1 PIPE SCHED 40 BLACK THREADED,LF,2.11,1,,75,1,HR,0,0,1,HR,0
06.010010.0060,1-1/4 PIPE SCHED 40 BLACK THREADED,LF,2.79,1,,75,1,HR,0,0,1,HR,0
06.010010.0070,1-1/2 PIPE SCHED 40 BLACK THREADED,LF,3.35,1,,75,1,HR,0,0,1,HR,0
06.010010.0080,2 PIPE SCHED 40 BLACK THREADED,LF,4.51,1,,75,1,HR,0,0,1,HR,0
06.010010.0090,2-1/2 PIPE SCHED 40 BLACK THREADED,LF,7.99,1,,75,1,HR,0,0,1,HR,0
06.010010.0100,3 PIPE SCHED 40 BLACK THREADED,LF,10.42,1,,75,1,HR,0,0,1,HR,0
06.010010.0110,3-1/2 PIPE SCHED 40 BLACK THREADED,LF,7.95,1,,75,1,HR,0,0,1,HR,0
06.010010.0120,4 PIPE SCHED 40 BLACK THREADED,LF,14.89,1,,75,1,HR,0,0,1,HR,0
06.010010.0130,5 PIPE SCHED 40 BLACK THREADED,LF,15.8,1,,75,1,HR,0,0,1,HR,0
06.010010.0140,6 PIPE SCHED 40 BLACK THREADED,LF,22.5,1,,75,1,HR,0,0,1,HR,0
06.010020.0010,1/2 PIPE SCHED 80 BLACK THREADED,LF,0,1,,75,1,HR,0,0,1,HR,0
06.010020.0020,3/4 PIPE SCHED 80 BLACK THREADED,LF,0,1,,75,1,HR,0,0,1,HR,0
06.010020.0030,1 PIPE SCHED 80 BLACK THREADED,LF,0,1,,75,1,HR,0,0,1,HR,0
06.010020.0040,1-1/4 PIPE SCHED 80 BLACK THREADED,LF,0,1,,75,1,HR,0,0,1,HR,0
06.010020.0050,1-1/2 PIPE SCHED 80 BLACK THREADED,LF,0,1,,75,1,HR,0,0,1,HR,0
