12.000500.0009,6x4 RECT COLLAR,EA,9.6,1,,75,7.14,HR,0,0,1,HR,0
12.000500.0010,6x6 RECT COLLAR,EA,10.23,1,,75,0.15,HR,0,0,1,HR,0
12.000500.0020,6x8 RECT COLLAR,EA,10.95,1,,75,0.15,HR,0,0,1,HR,0
12.000500.0030,6x10 RECT COLLAR,EA,11.21,1,,75,0.15,HR,0,0,1,HR,0
12.000500.0040,6x12 RECT COLLAR,EA,12.25,1,,75,0.17,HR,0,0,1,HR,0
12.000500.0050,6x14 RECT COLLAR,EA,15.11,1,,75,1,HR,0,0,1,HR,0
12.000500.0060,6x16 RECT COLLAR,EA,17.11,1,,75,0.19,HR,0,0,1,HR,0
12.000500.0070,6x18 RECT COLLAR,EA,19.45,1,,75,0.19,HR,0,0,1,HR,0
12.000500.0080,6x20 RECT COLLAR,EA,23.35,1,,75,0.19,HR,0,0,1,HR,0
12.000500.0090,6x22 RECT COLLAR,EA,25.41,1,,75,0.2,HR,0,0,1,HR,0
12.000500.0100,6x24 RECT COLLAR,EA,27.35,1,,75,0.22,HR,0,0,1,HR,0
12.000500.0110,6x26 RECT COLLAR,EA,31.15,1,,75,0.25,HR,0,0,1,HR,0
12.000500.0120,6x28 RECT COLLAR,EA,35.8,1,,75,3.57,HR,0,0,1,HR,0
12.000500.0130,6x30 RECT COLLAR,EA,38.6,1,,75,0.3,HR,0,0,1,HR,0
12.000500.0140,6x32 RECT COLLAR,EA,42.2,1,,65,0.33,HR,0,0,1,HR,0
12.000510.0009,8x4 RECT COLLAR,EA,9.83,1,,75,0.13,HR,0,0,1,HR,0
12.000510.0010,8x6 RECT COLLAR,EA,11.23,1,,75,0.15,HR,0,0,1,HR,0
12.000510.0020,8x8 RECT COLLAR,EA,11.95,1,,75,0.15,HR,0,0,1,HR,0
12.000510.0030,8x10 RECT COLLAR,EA,12.21,1,,75,0.15,HR,0,0,1,HR,0
12.000510.0040,8x12 RECT COLLAR,EA,13.75,1,,75,0.17,HR,0,0,1,HR,0
12.000510.0050,8x14 RECT COLLAR,EA,15.81,1,,75,0.17,HR,0,0,1,HR,0
12.000510.0060,8x16 RECT COLLAR,EA,17.21,1,,75,0.19,HR,0,0,1,HR,0
12.000510.0070,8x18 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000510.0080,8x20 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000510.0090,8x22 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000510.0100,8x24 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000510.0110,8x26 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000510.0120,8x28 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000510.0130,8x30 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000510.0190,8x32 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000520.0009,10x4 RECT COLLAR,EA,10.08,1,,75,0.15,HR,0,0,1,HR,0
12.000520.0010,10x6 RECT COLLAR,EA,11.23,1,,75,0.17,HR,0,0,1,HR,0
12.000520.0020,10x8 RECT COLLAR,EA,11.95,1,,75,0.17,HR,0,0,1,HR,0
12.000520.0030,10x10 RECT COLLAR BARE,EA,12.21,1,,75,0.17,HR,0,0,1,HR,0
12.000520.0031,"10x10 RECT COLLAR 1"" LINED",EA,0,1,,0,1,HR,0,0,1,HR,0
12.000520.0032,"10x10 RECT COLLAR 2"" WRAP",EA,15,1,,75,0.15,HR,0,0,1,HR,0
12.000520.0040,10x12 RECT COLLAR,EA,13.15,1,,75,0.17,HR,0,0,1,HR,0
12.000520.0050,10x14 RECT COLLAR,EA,14.81,1,,75,0.2,HR,0,0,1,HR,0
12.000520.0060,10x16 RECT COLLAR,EA,21.25,1,,75,0.19,HR,0,0,1,HR,0
12.000520.0070,10x18 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000520.0080,10x20 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000520.0090,10x22 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000520.0100,10x24 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000520.0110,10x26 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000520.0120,10x28 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000520.0130,10x30 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000520.0190,10x32 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000520.0210,10x10 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000530.0009,12x4 RECT COLLAR,EA,12.5,1,,75,0.15,HR,0,0,1,HR,0
12.000530.0010,12x6 RECT COLLAR,EA,14.88,1,,75,0.17,HR,0,0,1,HR,0
12.000530.0020,12x8 RECT COLLAR,EA,15.21,1,,75,0.17,HR,0,0,1,HR,0
12.000530.0030,12x10 RECT COLLAR,EA,17.06,1,,75,0.19,HR,0,0,1,HR,0
12.000530.0040,12x12 RECT COLLAR,EA,18.05,1,,75,0.19,HR,0,0,1,HR,0
12.000530.0050,12x14 RECT COLLAR,EA,19.75,1,,75,1,HR,0,0,1,HR,0
12.000530.0060,12x16 RECT COLLAR,EA,20.41,1,,75,0.25,HR,0,0,1,HR,0
12.000530.0070,12x18 RECT COLLAR,EA,21.21,1,,75,0.25,HR,0,0,1,HR,0
12.000530.0080,12x20 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000530.0090,12x22 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
12.000530.0100,12x24 RECT COLLAR,EA,0,1,,75,1,HR,0,0,1,HR,0
